행정구역(동읍면)별,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수
경기도 연천군,11,8,7,10,15,14,21,22,37,1,99,447,1768
경기도 가평군,9,10,10,9,10,16,22,22,55,5,95,322,2587
강원특별자치도 춘천시,11,14,12,12,19,21,25,30,405,39,62,3393,14773
강원특별자치도 원주시,12,14,11,13,18,22,24,30,553,50,57,4950,19636
강원특별자치도 강릉시,10,13,12,11,17,19,25,25,356,42,52,1854,10120
강원특별자치도 동해시,12,14,11,10,17,22,22,25,126,18,71,1228,4977
강원특별자치도 태백시,9,10,8,9,14,16,22,25,49,2,87,379,2307
강원특별자치도 속초시,12,13,12,12,18,20,24,28,108,8,82,596,3892
강원특별자치도 삼척시,12,9,6,7,17,15,16,19,62,6,82,789,2767
강원특별자치도 홍천군,9,7,8,10,12,12,18,26,76,5,76,607,2904
강원특별자치도 횡성군,9,7,5,8,14,12,13,20,46,0,68,269,1697
강원특별자치도 영월군,7,6,4,6,11,10,12,19,27,2,87,308,1371
강원특별자치도 평창군,7,6,6,8,13,11,17,21,36,0,91,327,1658
강원특별자치도 정선군,8,6,6,6,13,11,17,17,28,0,101,340,1469
강원특별자치도 철원군,8,9,9,10,13,14,20,26,48,2,95,334,2249
강원특별자치도 화천군,9,6,7,6,13,10,17,20,19,0,102,291,1087
강원특별자치도 양구군,9,7,6,9,11,12,16,24,21,0,101,139,1100
강원특별자치도 인제군,9,7,7,7,12,12,18,18,30,0,93,365,1547
강원특별자치도 고성군,9,5,6,6,13,9,16,18,16,0,99,181,939
강원특별자치도 양양군,7,6,6,8,10,9,17,20,19,1,102,211,919
경상남도 창원시,13,15,12,10,19,22,26,25,1772,169,54,17533,58415
경상남도 진주시,12,14,11,11,19,21,25,27,801,71,36,4217,20019
경상남도 통영시,10,14,10,12,16,21,23,26,211,11,62,1788,8333
경상남도 사천시,10,13,10,8,13,20,22,19,192,12,44,910,6469
경상남도 김해시,13,16,13,13,20,23,27,30,1050,68,61,9590,35453
경상남도 밀양시,10,11,9,10,16,18,24,21,133,9,47,1004,4219
경상남도 거제시,14,15,12,14,20,22,26,33,421,28,68,5134,18201
경상남도 양산시,13,15,13,13,21,23,28,32,506,31,64,7649,21028
경상남도 의령군,6,5,7,6,10,8,18,20,19,0,64,160,765
경상남도 함안군,10,10,10,10,15,17,23,23,78,1,64,871,3713
경상남도 창녕군,9,9,7,9,13,14,18,19,52,4,58,544,2280
경상남도 고성군,7,8,6,10,10,13,18,21,68,2,51,272,2240
경상남도 남해군,7,7,5,9,9,12,15,21,43,1,55,159,1368
경상남도 하동군,4,7,5,6,6,11,17,16,34,5,84,142,1598
경상남도 산청군,7,6,6,6,10,10,15,16,20,1,110,163,1097
경상남도 함양군,7,8,7,8,13,12,18,22,38,1,74,328,1534
경상남도 거창군,11,10,7,9,14,16,19,20,81,4,54,543,3015
경상남도 합천군,8,5,5,6,11,9,16,16,38,1,52,269,1269
경상북도 포항시,13,14,10,10,19,23,24,23,699,63,56,8415,27068
경상북도 경주시,13,12,10,10,18,20,23,23,321,23,50,3171,11785
경상북도 김천시,11,12,8,9,17,19,21,22,113,18,79,2208,6586
경상북도 안동시,12,13,10,10,18,21,23,23,220,28,54,2279,8655
경상북도 구미시,13,16,11,13,18,24,25,29,769,60,61,10424,27681
경상북도 영주시,12,12,7,9,16,20,19,25,151,16,42,1027,4927
경상북도 영천시,11,10,6,8,16,18,18,20,88,6,60,727,3553
경상북도 상주시,12,9,5,4,16,16,16,14,98,10,52,1302,3973
경상북도 문경시,10,10,7,6,17,16,19,22,75,7,55,800,2907
경상북도 경산시,11,14,11,12,16,22,24,26,306,25,55,4410,12992
경상북도 군위군,9,5,4,7,9,10,11,21,8,0,135,90,496
경상북도 의성군,7,6,5,6,8,11,15,17,17,1,126,170,1209
경상북도 청송군,12,6,3,5,15,11,10,17,12,1,86,216,623
경상북도 영양군,7,6,3,6,9,11,10,16,6,0,144,109,523
경상북도 영덕군,7,8,5,8,8,14,14,19,27,0,76,135,1170
경상북도 청도군,9,7,2,4,14,13,10,12,28,1,46,305,1119
경상북도 고령군,10,8,4,4,11,15,12,12,23,0,70,170,1189
경상북도 성주군,8,7,5,9,11,12,15,22,26,0,72,189,1215
경상북도 칠곡군,11,12,10,10,16,19,23,25,177,4,60,1837,6969
경상북도 예천군,8,8,4,9,15,13,14,18,44,3,52,432,1326
경상북도 봉화군,6,6,5,9,8,10,15,18,13,0,153,172,995
경상북도 울진군,10,9,7,9,12,15,18,22,49,2,77,255,2039
경상북도 울릉군,10,6,3,9,14,11,10,22,2,0,532,118,290
광주광역시 동구,11,10,7,10,16,17,18,26,163,99,29,917,3211
광주광역시 서구,11,14,12,12,18,21,24,29,684,87,40,4760,17233
광주광역시 남구,13,14,10,12,19,22,23,29,513,41,38,3957,13118
광주광역시 북구,11,13,10,11,15,20,23,29,744,119,46,6557,23808
광주광역시 광산구,13,15,12,13,19,23,25,32,887,65,56,8418,31252
대구광역시 중구,13,13,10,12,19,22,23,29,138,170,43,780,4306
대구광역시 동구,12,13,10,12,17,22,21,29,350,34,64,5435,17150
대구광역시 서구,13,11,9,9,21,20,21,21,131,28,71,1313,6003
대구광역시 남구,11,11,8,9,16,20,22,21,96,31,67,1625,4570
대구광역시 북구,12,13,11,11,18,22,23,28,552,46,65,7729,22867
대구광역시 수성구,11,15,12,12,18,24,25,29,914,62,41,6105,23630
대구광역시 달서구,13,13,11,11,21,23,25,27,901,77,55,9437,31660
대구광역시 달성군,14,13,10,10,22,21,22,26,360,11,62,6051,14974
대전광역시 동구,11,13,11,9,15,20,26,25,178,33,91,2242,11558
대전광역시 중구,11,12,12,12,16,20,27,27,232,111,76,3576,12650
대전광역시 서구,11,14,12,10,17,22,26,25,748,123,62,7436,26789
대전광역시 유성구,12,14,12,11,18,22,26,26,491,46,80,7192,23219
대전광역시 대덕구,11,11,10,8,15,19,22,21,224,15,66,2452,9237
부산광역시 중구,10,13,10,8,17,20,22,21,30,57,231,189,1364
부산광역시 서구,13,12,11,10,25,19,26,24,108,5,66,1007,3756
부산광역시 동구,12,13,11,9,18,20,23,22,44,25,91,756,2505
부산광역시 영도구,11,12,8,9,16,19,22,22,73,2,84,925,4051
부산광역시 부산진구,12,14,11,8,22,21,25,21,394,199,55,5057,15439
부산광역시 동래구,12,16,13,12,20,23,26,28,503,51,44,3634,12547
부산광역시 남구,12,15,12,10,21,22,25,24,299,51,66,2916,12330
부산광역시 북구,12,13,11,11,20,21,25,27,373,34,64,4434,13114
부산광역시 해운대구,12,16,13,13,21,23,26,30,640,33,55,4866,20170
부산광역시 사하구,11,14,12,12,18,21,25,28,383,35,53,3996,14621
부산광역시 금정구,11,15,12,10,21,21,25,25,340,54,49,2900,9916
부산광역시 강서구,14,15,10,9,20,23,24,25,215,8,54,3383,8025
부산광역시 연제구,12,16,11,9,21,23,24,25,258,42,53,1681,9498
부산광역시 수영구,11,15,12,11,19,22,25,27,247,28,38,2038,6153
부산광역시 사상구,11,13,10,11,19,20,23,25,147,28,83,3081,8349
부산광역시 기장군,13,16,14,12,21,24,26,29,225,7,79,3498,10937
서울특별시 종로구,12,12,9,11,19,19,23,27,100,174,74,1299,5507
서울특별시 중구,11,13,7,11,15,21,17,27,57,62,127,1123,5226
서울특별시 용산구,11,12,10,12,19,20,22,27,128,30,84,1574,7460
서울특별시 성동구,12,12,11,10,21,20,22,22,268,46,70,2608,11922
서울특별시 광진구,12,14,12,12,22,22,25,27,367,63,63,3050,15016
서울특별시 동대문구,11,14,10,8,18,22,22,21,309,54,59,3162,13721
서울특별시 중랑구,11,14,11,11,19,21,23,24,253,20,93,3192,15336
서울특별시 성북구,11,15,13,11,19,23,25,27,425,39,68,4849,21564
서울특별시 강북구,11,14,12,10,16,22,25,24,198,20,83,1692,10654
서울특별시 도봉구,11,15,11,10,18,22,23,23,318,17,80,2686,15962
서울특별시 노원구,12,14,12,11,18,22,24,25,700,47,63,6639,27558
서울특별시 은평구,12,15,12,11,17,23,25,24,480,41,63,3939,22028
서울특별시 서대문구,12,14,11,11,20,22,24,26,287,58,60,2614,13027
서울특별시 마포구,12,14,12,11,19,22,24,26,461,183,47,2782,15432
서울특별시 양천구,12,16,13,12,18,23,25,28,1027,35,41,4805,24481
서울특별시 강서구,12,15,11,9,19,22,23,22,666,41,55,6023,26949
서울특별시 구로구,12,14,12,12,20,22,24,28,366,61,82,3108,18820
서울특별시 금천구,12,12,10,9,16,19,22,23,183,39,70,1716,8883
서울특별시 영등포구,12,12,11,10,20,20,23,24,310,157,79,3707,13881
서울특별시 동작구,12,14,12,11,18,23,24,25,349,109,70,3490,16366
서울특별시 관악구,12,13,11,10,18,22,24,23,366,84,66,3830,15768
서울특별시 서초구,12,16,12,12,20,26,26,28,868,262,43,2916,23182
서울특별시 강남구,11,15,12,11,19,25,26,26,1768,495,23,4026,24858
서울특별시 송파구,12,14,12,11,21,23,26,25,981,70,53,6074,31368
서울특별시 강동구,14,14,11,10,21,23,23,21,600,38,48,4309,19831
울산광역시 중구,14,16,11,11,19,23,26,26,417,42,51,3220,12371
울산광역시 남구,14,16,12,12,21,23,26,28,986,105,33,4439,16401
울산광역시 동구,15,16,11,10,20,23,24,26,265,11,60,2729,10353
울산광역시 북구,15,16,11,11,22,23,25,26,354,18,72,4927,14646
울산광역시 울주군,13,15,11,13,16,21,25,30,377,11,60,3230,13519
인천광역시 강화군,10,15,13,7,12,22,27,19,98,10,112,543,7528
인천광역시 옹진군,12,14,8,3,12,21,19,13,42,2,108,145,3898
인천광역시 중구,13,16,13,9,16,23,26,22,320,47,84,1956,17945
인천광역시 동구,13,17,14,9,16,24,28,22,623,25,54,999,21898
인천광역시 미추홀구,13,16,13,10,19,24,26,24,672,66,71,4790,30053
인천광역시 연수구,13,15,13,12,20,22,26,28,560,90,79,5483,25430
인천광역시 남동구,13,15,12,12,18,22,24,27,348,30,86,9696,15952
인천광역시 부평구,13,16,14,10,19,23,28,24,734,29,76,6189,33036
인천광역시 계양구,12,9,9,11,17,13,20,25,46,1,223,3274,2496
인천광역시 서구,15,7,4,12,18,10,11,28,4,0,2467,9249,635
전라남도 목포시,12,16,12,10,16,24,14,25,451,32,47,3692,15777
전라남도 여수시,12,13,10,11,14,20,20,27,517,29,47,3253,14882
전라남도 순천시,9,15,12,11,15,23,25,26,464,41,60,3792,16738
전라남도 나주시,8,12,7,7,15,19,15,21,122,5,63,1470,5491
전라남도 광양시,8,14,11,11,12,21,23,28,240,8,66,1531,9249
전라남도 담양군,9,7,6,9,13,13,18,23,13,1,191,326,1440
전라남도 곡성군,6,8,9,9,9,13,20,24,21,1,88,149,967
전라남도 구례군,7,6,7,9,10,11,17,24,20,0,90,172,996
전라남도 고흥군,6,8,6,9,9,12,15,23,49,2,77,285,1980
전라남도 보성군,7,6,5,8,8,11,11,20,27,0,83,189,1399
전라남도 화순군,7,10,8,12,12,16,18,29,80,3,66,465,2925
전라남도 장흥군,10,7,6,9,11,12,18,22,29,2,97,327,1438
전라남도 강진군,6,7,6,9,7,11,16,24,27,0,97,128,1346
전라남도 해남군,9,9,7,9,12,14,19,24,59,2,81,534,2838
전라남도 영암군,7,9,6,8,12,15,15,23,47,2,94,473,2532
전라남도 무안군,8,12,10,9,14,18,22,24,153,5,46,823,4602
전라남도 함평군,8,6,5,9,8,12,16,21,14,2,147,131,998
전라남도 영광군,6,10,7,9,11,16,14,25,69,3,52,402,2306
전라남도 장성군,7,8,7,9,12,14,19,26,35,3,89,506,1946
전라남도 완도군,7,7,6,7,14,13,17,21,32,2,122,588,2110
전라남도 진도군,9,7,3,3,11,11,4,13,27,0,51,233,1200
전라남도 신안군,5,4,3,5,10,7,9,17,8,0,210,201,974
전북특별자치도 전주시,11,15,13,14,16,24,29,30,3577,361,22,10325,38967
전북특별자치도 군산시,11,13,12,14,17,21,27,30,3577,361,8,3896,15783
전북특별자치도 익산시,10,12,12,12,13,20,26,26,3577,361,8,4161,15688
전북특별자치도 정읍시,8,9,8,9,13,15,21,24,3577,361,3,1154,5248
전북특별자치도 남원시,5,9,8,9,10,15,21,22,3577,361,2,526,4014
전북특별자치도 김제시,9,8,8,7,12,12,21,18,3577,361,1,843,3713
전북특별자치도 완주군,9,10,9,10,14,16,21,21,3577,361,2,1595,5052
전북특별자치도 진안군,4,5,3,6,9,9,10,17,3577,361,0,189,904
전북특별자치도 무주군,6,8,6,6,11,13,16,17,3577,361,0,202,1037
전북특별자치도 장수군,7,7,4,5,12,13,13,16,3577,361,0,183,979
전북특별자치도 임실군,4,5,4,8,9,9,11,24,3577,361,0,185,1001
전북특별자치도 순창군,6,5,6,8,9,9,16,21,3577,361,0,206,1134
전북특별자치도 고창군,7,6,7,9,10,12,18,20,3577,361,1,361,2130
전북특별자치도 부안군,6,6,6,7,11,11,16,19,3577,361,1,471,1956
제주특별자치도 제주시,12,15,13,13,24,23,27,30,803,44,60,4890,30597
제주특별자치도 서귀포시,10,11,10,11,18,19,24,26,166,4,97,1207,9499
충청남도 천안시,13,15,13,13,19,24,28,31,1136,81,61,11100,40495
충청남도 공주시,8,9,8,11,15,16,21,26,121,11,67,1249,4525
충청남도 보령시,8,9,9,11,16,15,22,25,120,8,68,1081,4740
충청남도 아산시,11,16,12,13,18,23,26,29,382,21,91,5750,21973
충청남도 서산시,10,14,10,11,15,21,25,28,212,21,77,2065,10195
충청남도 논산시,6,10,8,9,11,16,20,22,111,16,70,588,5817
충청남도 계룡시,11,16,13,12,18,23,28,27,49,5,118,750,3299
충청남도 당진시,9,13,10,11,17,21,24,28,189,15,72,1582,10316
충청남도 금산군,6,8,7,9,11,14,20,23,32,3,130,314,2314
충청남도 부여군,6,6,7,10,12,11,19,23,46,4,99,524,2374
충청남도 서천군,4,7,7,8,9,12,21,21,49,5,63,245,1845
충청남도 청양군,7,6,5,8,12,10,14,20,18,2,116,263,987
충청남도 홍성군,9,12,10,10,15,19,24,23,115,11,85,1458,5732
충청남도 예산군,7,8,9,10,13,13,21,21,68,9,71,650,3048
충청남도 태안군,5,8,8,8,11,13,20,21,98,3,46,372,2492
충청북도  청주시,12,15,12,13,17,22,27,29,1293,120,64,10066,49823
충청북도  충주시,10,12,11,10,15,18,25,24,261,30,60,2219,10445
충청북도  제천시,10,11,9,12,15,18,22,27,168,20,67,1750,6399
충청북도  보은군,7,5,6,7,10,9,18,26,24,1,80,240,1142
충청북도  옥천군,10,10,8,12,14,15,18,27,29,2,140,542,2233
충청북도  영동군,9,7,6,9,13,12,15,23,43,1,69,351,1738
충청북도  증평군,10,14,9,9,16,21,21,23,49,3,69,270,2094
충청북도  진천군,9,13,9,10,16,19,21,24,81,6,96,750,4604
충청북도  괴산군,9,5,4,12,11,9,14,26,16,0,127,212,1065
충청북도  음성군,9,10,8,12,15,17,20,27,78,9,99,1035,4754
충청북도  단양군,4,6,6,12,7,10,18,27,14,0,199,133,1047
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
대구광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
대전광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
울산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,0,0,0,0,0,0,0,0,0,0,0,0,0
강원특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0
전북특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,0,0,0,0,0,0,0,0,0,0,0,0,0
제주특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0
